SMILES,rt
[O:0]=[S:0](=[O:0])([c:0]1[cH:0][cH:0][cH:0][c:0]2[c:0]([Cl:0])[cH:0][cH:0][cH:0][c:0]12)[N:0]1[CH2:0][CH2:0][CH2:0][NH:0][CH2:0][CH2:0]1,11.928333333333335
Cc1cccc(C)c1NC1=NCCCS1,10.588333333333333
O=[N+]([O-])c1ccc2nc(N3CCNCC3)ccc2c1,10.685
CN1CCN(c2nc3cc(C(F)(F)F)ccc3n3cccc23)CC1,12.803333333333335
COc1ccccc1N1CCNCC1,10.455
C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,11.175
Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,10.945
CSc1ccc2c(c1)[C@@H](N1CCN(C)CC1)Cc1ccccc1S2,14.49
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,10.288333333333332
COc1cccc(OC)c1OCCNC[C@H]1COc2ccccc2O1,12.79
[CH3:0][N:0]1[CH2:0][CH2:0][N:0]([C@H:0]2[CH2:0][c:0]3[cH:0][cH:0][cH:0][cH:0][c:0]3[S:0][c:0]3[cH:0][cH:0][c:0]([Cl:0])[cH:0][c:0]32)[CH2:0][CH2:0]1,14.531666666666666
N[C@H]1CCc2cc(O)c(O)cc2C1,1.525
[CH3:0][N:0]([CH3:0])[c:0]1[n:0][c:0]([NH2:0])[c:0]([C:0](=[O:0])[N:0]=[C:0]([NH2:0])[NH2:0])[n:0][c:0]1[Cl:0],11.021666666666667
[CH3:0][O:0][c:0]1[cH:0][c:0]2[n:0][cH:0][n:0][c:0]([NH:0][c:0]3[cH:0][cH:0][cH:0][c:0]([Cl:0])[cH:0]3)[c:0]2[cH:0][c:0]1[O:0][CH3:0],12.495000000000001
CCCN(CCC)C1Cc2cc(OC)c(OC)cc2C1,11.341666666666667
CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2,10.633333333333333
C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,13.546666666666665
NNC(=O)c1ccc(O)cc1,1.9366666666666668
Nc1nc(OCc2ccccc2)c2[nH]cnc2n1,10.901666666666667
NC1=NC[C@H]2c3ccccc3Cc3ccccc3N12,11.776666666666667
CNCC[C@@H](Oc1ccccc1OC)c1ccccc1,12.241666666666667
CNCCNS(=O)(=O)c1cccc2cnccc12,1.4783333333333333
NCCc1c[nH]c2ccc(C(N)=O)cc12,1.52
C=CCN1CCc2cc(O)c(O)cc2[C@@H](c2ccccc2)C1,10.860000000000001
CCN(Cc1ccncc1)C(=O)[C@H](CO)c1ccccc1,10.318333333333333
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,14.743333333333334
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,15.326666666666666
O[C@@H]1CCCC[C@@H]1N1CCC(c2ccccc2)CC1,11.318333333333333
[CH3:0][C:0]([CH3:0])([CH3:0])[NH:0][CH2:0][C@H:0]([OH:0])[c:0]1[cH:0][cH:0][cH:0][cH:0][c:0]1[Cl:0],10.825
COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,13.591666666666667
COc1ccc(C=C(C#N)C#N)cc1,16.425
[O:0]=[C:0]1[NH:0][c:0]2[cH:0][cH:0][c:0]([I:0])[cH:0][c:0]2/[C:0]1=[CH:0]/[c:0]1[cH:0][c:0]([Br:0])[c:0]([OH:0])[c:0]([Br:0])[cH:0]1,18.175
O=S(=O)(c1cccc2c(I)cccc12)N1CCCNCC1,11.211666666666668
COc1ccc2[nH]c3c(c2c1)CCNC3,6.083333333333333
O=C(O)[C@@H]1CN(CCCP(=O)(O)O)CCN1,10.453333333333335
[NH2:0][c:0]1[n:0][c:0]2[cH:0][cH:0][c:0]([Cl:0])[cH:0][c:0]2[c:0]2[n:0][c:0](-[c:0]3[cH:0][cH:0][cH:0][o:0]3)[n:0][n:0]12,12.578333333333335
c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,7.194999999999999
CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,10.503333333333334
COc1ccccc1N1CCN(C[C@@H](O)COc2cccc3ccccc23)CC1,13.963333333333333
[CH3:0][N:0]([C:0](=[O:0])[CH2:0][c:0]1[cH:0][cH:0][c:0]([Cl:0])[c:0]([Cl:0])[cH:0]1)[C@@H:0]([CH2:0][N:0]1[CH2:0][CH2:0][CH2:0][CH2:0]1)[c:0]1[cH:0][cH:0][cH:0][c:0]([O:0][CH2:0][C:0](=[O:0])[OH:0])[cH:0]1,12.826666666666666
CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C,12.701666666666666
COc1cccc(OC)c1OCCNC[C@H]1CSc2ccccc2O1,13.576666666666666
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,10.596666666666666
COC(=O)[C@@](C)(N)Cc1ccc(O)cc1,9.545
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,10.618333333333334
C[C@@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,16.533333333333335
[NH2:0][CH2:0][CH2:0][NH:0][S:0](=[O:0])(=[O:0])[c:0]1[cH:0][cH:0][cH:0][c:0]2[c:0]([Cl:0])[cH:0][cH:0][cH:0][c:0]12,11.68
COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,15.793333333333333
Nc1ccc2c3c(cccc13)C(=O)NC2=O,10.956666666666667
[CH3:0][N:0]1[C:0](=[O:0])[CH2:0][CH2:0][S:0](=[O:0])(=[O:0])[C@H:0]1[c:0]1[cH:0][cH:0][c:0]([Cl:0])[cH:0][cH:0]1,12.655
CN1[C@@H]2CCC[C@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2,10.658333333333333
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,14.843333333333334
CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2,10.741666666666667
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,16.11
[Br:0][c:0]1[c:0]([Br:0])[c:0]([Br:0])[c:0]2[n:0][nH:0][n:0][c:0]2[c:0]1[Br:0],16.753333333333334
CCCN(CCC)CCc1ccc(O)c(O)c1,10.031666666666666
CCCN(CCC)[C@H]1CCc2ccc(O)cc2C1,10.671666666666665
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,14.666666666666666
O=C(O)c1cc(=O)cc(C(=O)O)[nH]1,2.0483333333333333
C[C@H]([C@@H](O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,11.963333333333333
CN(C)CC[C@@H](c1ccccc1)c1ccccn1,9.671666666666665
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,1.5833333333333333
NC[C@H](O)C1CCCCCCC1,10.546666666666665
[Cl:0][c:0]1[cH:0][c:0]([I:0])[cH:0][c:0]([Cl:0])[c:0]1[NH:0][C:0]1=[N:0][CH2:0][CH2:0][NH:0]1,10.921666666666665
[NH2:0][C:0]([NH2:0])=[N:0][C:0](=[O:0])[c:0]1[n:0][c:0]([Cl:0])[c:0]([N:0]2[CH2:0][CH2:0][CH2:0][CH2:0][CH2:0][CH2:0]2)[n:0][c:0]1[NH2:0],12.629999999999999
COc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(C)CC3,10.713333333333333
NC(N)=N/C(N)=N/c1ccccc1,1.5766666666666667
C[C@](N)(C(=O)O)c1ccc(C(=O)O)cc1,1.9433333333333331
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,12.088333333333333
CC1(C)CCC=[N+]1[O-],8.123333333333333
COc1ccc(CCN(C)CCc2ccc(OC)c(OC)c2)cc1OC,11.136666666666667
CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,12.866666666666667
Ic1ccccc1CN[C@H]1C2CCN(CC2)[C@@H]1C(c1ccccc1)c1ccccc1,16.368333333333332
CN1[C@@H]2CC[C@H]1C[C@H](OC(=O)[C@H](O)c1ccccc1)C2,13.241666666666667
COc1ccc([C@H]2CNC(=O)C2)cc1OC1CCCC1,13.241666666666667
Nc1ncnc2c1ncn2C1CCCC1,9.918333333333333
CN1[C@@H]2CC[C@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,13.061666666666667
O=c1[nH]c2ccccc2c2ccccc12,13.436666666666667
O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12,11.995000000000001
COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,1.4916666666666667
Oc1cc2c(cc1O)[C@H](c1ccccc1)CNCC2,9.745000000000001
[CH3:0][CH2:0][C@@H:0]([CH3:0])[N:0]([CH3:0])[C:0](=[O:0])[c:0]1[cH:0][c:0]2[cH:0][cH:0][cH:0][cH:0][c:0]2[c:0](-[c:0]2[cH:0][cH:0][cH:0][cH:0][c:0]2[Cl:0])[n:0]1,18.545
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,14.868333333333334
Nc1ccc(CCNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,8.996666666666666
N[C@@]1(C(=O)O)CCc2cc(C(=O)O)ccc21,1.925
CC(C)C(=O)c1c(C(C)C)nn2ccccc12,16.841666666666665
CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,16.835
O=C(O)c1cc2cc(F)ccc2[nH]1,13.176666666666668
[CH2:0]=[CH:0][CH2:0][N:0]1[CH2:0][CH2:0][c:0]2[c:0]([cH:0][c:0]([OH:0])[c:0]([OH:0])[c:0]2[Cl:0])[C@@H:0]([c:0]2[cH:0][cH:0][cH:0][cH:0][cH:0]2)[CH2:0]1,11.101666666666667
C=CCc1ccccc1OC[C@H](O)CNC(C)C,11.768333333333334
O=C(c1ccc2c(c1)OCCO2)N1CCCCC1,13.976666666666667
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,10.268333333333334
CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3,10.108333333333333
[CH3:0][C@@H:0]([NH2:0])[c:0]1[cH:0][cH:0][cH:0][c:0]([Cl:0])[c:0]1[Cl:0],10.608333333333333
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,14.06
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,12.351666666666667
COC1=C(OC)C(=O)c2ccccc2C1=O,14.638333333333332
CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1,10.435
NC(=O)CN1CCCC1=O,2.0283333333333333
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,12.56
[CH3:0][N:0]([CH3:0])[CH2:0][CH2:0][C@@H:0]([c:0]1[cH:0][cH:0][c:0]([Br:0])[cH:0][cH:0]1)[c:0]1[cH:0][cH:0][cH:0][cH:0][n:0]1,11.360000000000001
Nc1ncnc2c1ncn2[C@@H]1CCCO1,9.67
CCN(CC)[C@H](C)CN1c2ccccc2Sc2ccccc21,13.555
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,13.5
O=c1onc2cnc3ccccc3n12,13.708333333333334
c1ccc([C@@H]2CN3CCSC3=N2)cc1,10.305
CN1Cc2c(N)cccc2[C@@H](c2ccccc2)C1,11.305
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,15.233333333333333
COc1ccccc1N1CCN(CCCNc2c(C)c(=O)n(C)c(=O)n2C)CC1,10.763333333333332
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,17.371666666666666
COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,12.513333333333332
CC(C)Oc1cccnc1N(C)C1CCN(Cc2ccccc2)CC1,10.45
O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)c(O)c2)[C@H]1O,11.456666666666667
[O:0]=[P@:0]1([N:0]([CH2:0][CH2:0][Cl:0])[CH2:0][CH2:0][Cl:0])[NH:0][CH2:0][CH2:0][CH2:0][O:0]1,12.075
C[C@@H]1O[C@H]1P(=O)([O-])[O-],1.8716666666666666
O=C(O)C1=CCCN(CCON=C(c2ccccc2)c2ccccc2)C1,12.763333333333332
FC(F)(F)c1ccccc1-n1ccnc1,10.555
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,19.778333333333332
C[C@H](CCc1ccccc1)N[C@H](C)[C@H](O)c1ccc(O)cc1,11.860000000000001
CCCN(CCC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccccc1,13.7
c1ccc(C2(c3ccccc3)C[C@H]2C2=NCCN2)cc1,12.193333333333333
COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,1.6
[CH3:0][CH2:0][N:0]([CH2:0][CH3:0])[CH2:0][CH2:0][O:0][C:0](=[O:0])[c:0]1[cH:0][c:0]([Cl:0])[c:0]([NH2:0])[cH:0][c:0]1[O:0][CH3:0],10.783333333333333
Cn1cc(C(F)(F)F)nc1-c1ccc(OC[C@H](O)CNCCOc2ccc(O)c(C(N)=O)c2)cc1,11.831666666666667
OC[C@@H]1NC[C@H](O)[C@H](O)[C@H]1O,1.2883333333333333
[CH3:0][CH2:0][N:0]([c:0]1[n:0][c:0]([NH2:0])[c:0]([C:0](=[O:0])[N:0]=[C:0]([NH2:0])[NH2:0])[n:0][c:0]1[Cl:0])[CH:0]([CH3:0])[CH3:0],12.985000000000001
CN1[C@@H]2CC[C@H]1C[C@H](O[C@@H](c1ccccc1)c1ccccc1N)C2,12.526666666666667
Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,15.943333333333333
[CH3:0][C@@H:0]([NH2:0])[C:0](=[O:0])[O:0][C:0]([CH3:0])([CH3:0])[CH2:0][c:0]1[cH:0][cH:0][c:0]([Cl:0])[cH:0][cH:0]1,12.623333333333333
CN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,1.3366666666666667
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,11.533333333333333
O=[N+]([O-])c1cccc2cn[nH]c12,12.776666666666667
N#CC(C#N)=Cc1ccc(O)c(O)c1,14.011666666666667
C1N2CN3CN1CN(C2)C3,1.4316666666666669
[Cl:0][c:0]1[cH:0][cH:0][c:0]([C@H:0]([O:0][CH2:0][CH2:0][N:0]2[CH2:0][CH2:0][CH2:0][CH2:0][CH2:0]2)[c:0]2[cH:0][cH:0][cH:0][cH:0][cH:0]2)[cH:0][cH:0]1,14.168333333333333
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,14.058333333333334
CN1[C@@H]2CC[C@H]1C[C@H](NC(=O)c1nn(C)c3ccccc13)C2,10.913333333333332
c1ccc(-c2nc3ccccc3s2)nc1,16.84
[H]/N=c1\nc(N2CCCCC2)cc(N)n1O,11.258333333333333
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1,16.951666666666668
c1ccc(-c2ccc([C@@H](c3ccccc3)n3ccnc3)cc2)cc1,15.106666666666666
[CH3:0][N:0]([CH2:0][c:0]1[cH:0][c:0]([Br:0])[cH:0][c:0]([Br:0])[c:0]1[NH2:0])[CH:0]1[CH2:0][CH2:0][CH2:0][CH2:0][CH2:0]1,13.865
O=c1n(C[C@H]2CO2)c(=O)n(C[C@H]2CO2)c(=O)n1C[C@H]1CO1,11.254999999999999
O=C(c1ccccc1)c1ccc[nH]1,14.033333333333333
CN1CC[C@H](c2c[nH]c3ccccc23)C1,10.801666666666668
CC(=O)OCO[C@@H](c1ccc2ccccc2c1)P(=O)(OCOC(C)=O)OCOC(C)=O,14.231666666666666
O=C1C[C@@H](c2ccccc2)Oc2ccccc21,15.53
O=C(c1ccc2c(c1)OCO2)N1CCCCC1,12.033333333333333
[NH2:0][c:0]1[n:0][c:0]([Cl:0])[n:0][c:0]2[c:0]1[n:0][cH:0][n:0]2[C@@H:0]1[O:0][C@H:0]([CH2:0][OH:0])[C@@H:0]([OH:0])[C@H:0]1[OH:0],9.835
[CH3:0][CH2:0][N:0]([CH2:0][CH3:0])[CH2:0][CH2:0][O:0][c:0]1[cH:0][cH:0][c:0](/[C:0](=[C:0](\[Cl:0])[c:0]2[cH:0][cH:0][cH:0][cH:0][cH:0]2)[c:0]2[cH:0][cH:0][cH:0][cH:0][cH:0]2)[cH:0][cH:0]1,16.803333333333335
NC(=O)OCCCc1ccccc1,13.616666666666667
[NH2:0]/[C:0](=[N:0]/[CH2:0][c:0]1[cH:0][cH:0][c:0]([Cl:0])[cH:0][cH:0]1)[S:0][CH2:0][CH2:0][CH2:0][c:0]1[cH:0][n:0][cH:0][nH:0]1,1.5833333333333333
Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,10.171666666666665
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,12.306666666666667
[CH3:0][N:0]1[CH2:0][CH2:0][CH2:0][N:0]([C@@H:0]([c:0]2[cH:0][cH:0][cH:0][cH:0][cH:0]2)[c:0]2[cH:0][cH:0][c:0]([Cl:0])[cH:0][cH:0]2)[CH2:0][CH2:0]1,13.261666666666667
CN(C)CCOc1ccccc1Cc1ccccc1,12.698333333333332
[CH3:0][O:0][c:0]1[cH:0][c:0]2[c:0]([CH2:0][CH2:0][NH:0][C:0]([CH3:0])=[O:0])[cH:0][nH:0][c:0]2[cH:0][c:0]1[Cl:0],12.565
CCCCCCCCCOc1ccc2[nH]cc(CCN)c2c1,16.595000000000002
C[C@@H]1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,13.44
C[C@](N)(C(=O)O)c1ccc(-c2nn[nH]n2)cc1,1.8533333333333333
Nc1ncnc2c1ncn2[C@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O,1.5450000000000002
[O:0]=[C:0]1[CH2:0][S:0][C@@H:0]([c:0]2[cH:0][cH:0][cH:0][cH:0][c:0]2[Cl:0])[c:0]2[cH:0][c:0]([Cl:0])[cH:0][cH:0][c:0]2[NH:0]1,16.445
N[C@](C(=O)O)(c1ccc(P(=O)(O)O)cc1)C1CC1,1.4983333333333335
COc1c(C=O)c(O)cc2c1C(=O)c1ccccc1C2=O,16.115
COc1ccccc1OC[C@H](O)COC(N)=O,10.833333333333334
[CH3:0][c:0]1[cH:0][cH:0][c:0]([Cl:0])[c:0]([NH:0][c:0]2[cH:0][cH:0][cH:0][cH:0][c:0]2[C:0](=[O:0])[OH:0])[c:0]1[Cl:0],17.490000000000002
c1ccc(-c2cc3ccccc3[nH]2)cc1,18.15666666666667
CC[C@@](COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,12.526666666666667
[NH2:0][c:0]1[n:0][c:0]([Cl:0])[n:0][c:0]2[c:0]1[n:0][cH:0][n:0]2[C@H:0]1[CH2:0][C@H:0]([OH:0])[C@@H:0]([CH2:0][OH:0])[O:0]1,9.881666666666666
C=CCN1CCc2nc(N)sc2CC1,1.5433333333333332
CN1C(C)(C)CCCC1(C)C,10.226666666666667
COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,11.788333333333332
CCN(CCCc1ccccc1)CCCc1ccccc1,14.568333333333333
C[C@@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,13.801666666666668
OCc1cccnc1,1.5283333333333333
CC(C)CCC[C@@H](C)N,10.676666666666668
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,11.421666666666665
COc1c2c(cc3c1OCO3)CCN(C)C2,9.97
CN1[C@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H](O)C2,9.768333333333334
COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,14.285
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,10.771666666666667
O=C1C(Nc2ccccc2)=CC(=O)c2ncccc21,12.236666666666668
[CH3:0][N:0]([CH2:0][CH2:0][c:0]1[cH:0][cH:0][c:0]([Cl:0])[c:0]([Cl:0])[cH:0]1)[CH2:0][C@@H:0]([OH:0])[CH2:0][O:0][c:0]1[cH:0][cH:0][c:0]([NH:0][S:0]([CH3:0])(=[O:0])=[O:0])[cH:0][cH:0]1,11.91
O=C1C[C@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@@H]5[C@H]2[C@H]3C[C@H]46,9.72
N[C@H](CCC(=O)O)C(=O)O,1.3933333333333333
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,14.845
CN1C(=O)C(c2c[nH]c3ccccc23)=C(c2c[nH]c3ccccc23)C1=O,14.458333333333334
Cc1nnsc1C(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1,12.625
COc1ccc2c3c1O[C@@H]1C[C@H](O)C=C[C@]31CCN(C)C2,1.57
CCN(CC)C(=O)c1cccnc1,10.448333333333332
Cc1c(O)c(=O)ccn1C,2.12
Nc1c2ccccc2nc2ccccc12,10.615
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,10.683333333333334
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,10.865
C[C@@H](C(=O)O)c1ccc2c(c1)Cc1cccnc1O2,13.283333333333333
[NH2:0][c:0]1[n:0][c:0]([NH2:0])[n:0][c:0](-[c:0]2[cH:0][c:0]([Cl:0])[cH:0][cH:0][c:0]2[Cl:0])[n:0]1,11.893333333333334
CC[C@]1(c2ccccc2)NC(=O)N(C)C1=O,13.231666666666666
CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC,15.581666666666667
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,14.216666666666667
COc1cc(C)nc(-n2nc(C)cc2OC)n1,11.854999999999999
COc1ccc(CN2CCNCC2)c(OC)c1OC,9.628333333333334
Cc1cc(=O)nc(N)[nH]1,1.4783333333333333
CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,10.516666666666667
CCNCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,12.543333333333333
COc1ccc(CNc2nc(NCc3ccc(OC)cc3)c3ncn(C(C)C)c3n2)cc1,13.479999999999999
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,11.081666666666667
CC(C)=C[C@@H]1[C@@H](C(=O)O)C1(C)C,13.463333333333333
C[C@H](COc1ccccc1Cc1ccccc1)N1CCCCC1,14.201666666666666
C[C@@H]1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,11.818333333333333
CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C,18.403333333333332
c1ccc2c(CC3=NCCN3)cccc2c1,10.318333333333333
[O:0]=[C:0]1[CH2:0][N:0]2[CH2:0][c:0]3[c:0]([cH:0][cH:0][c:0]([Cl:0])[c:0]3[Cl:0])[NH:0][C:0]2=[N:0]1,11.121666666666666
[NH2:0][c:0]1[cH:0][cH:0][c:0]([Cl:0])[cH:0][c:0]1[C:0](=[O:0])[c:0]1[cH:0][cH:0][cH:0][cH:0][c:0]1[Cl:0],18.935
Cc1ccc(Nc2ncccc2C(=O)O)cc1C,11.79
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,11.845
COC(=O)c1cncn1[C@H](C)c1ccccc1,12.285
c1ccc2c(N3CCNCC3)cccc2c1,11.498333333333333
O=c1c2ccccc2ccc2ccccc12,18.621666666666666
CCN(CC)CCc1nc(-c2ccccc2)no1,11.233333333333333
c1ccc2nc(N3CCNCC3)ccc2c1,1.5583333333333333
